Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,5.075,173.034,74.360,5.805,436,1%,400,31,050%,36,281,290%,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Basilicata,1.519,50.223,14.873,2.728,88,1%,86,16,-230%,2,037,000%,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Calabria,2.834,149.624,38.362,2.062,479,1%,446,24,180%,33,177,-570%,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Campania,21.670,872.790,248.073,4.411,1.382,1%,1.290,23,-160%,92,164,000%,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Emilia-Romagna,17.977,834.546,323.440,7.286,2.592,1%,2.441,55,-060%,151,340,130%,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Friuli Venezia Giulia,4.853,214.700,51.509,4.287,478,1%,436,36,930%,42,350,000%,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Lazio,13.286,715.362,229.546,4.006,2.056,1%,1.849,32,340%,207,361,150%,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Liguria,8.482,232.283,32.388,2.133,768,2%,726,48,030%,42,277,000%,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Lombardia,37.823,1.822.650,494.656,4.956,3.971,1%,3.704,37,150%,267,267,000%,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Marche,7.748,192.082,17.972,1.200,347,2%,288,19,320%,59,394,-780%,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Molise,442,24.740,8.373,2.845,24,0%,23,8,-800%,1,034,000%,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
P.A. Bolzano,4.229,132.738,25.643,4.794,119,0%,101,19,630%,18,337,1250%,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
P.A. Trento,3.354,98.299,27.388,5.052,172,1%,151,28,1020%,21,387,000%,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Piemonte,18.095,721.567,169.035,3.954,2.208,1%,2.059,48,-010%,149,349,280%,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Puglia,28.589,468.992,133.344,3.390,719,1%,655,17,650%,64,163,160%,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Sardegna,685,108.898,21.019,1.322,262,1%,235,15,-130%,27,170,-360%,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Sicilia,8.606,535.265,184.138,3.809,1.559,1%,1.389,29,-020%,170,352,000%,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Toscana,14.799,601.840,179.815,4.869,1.449,1%,1.318,36,120%,131,355,-510%,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Umbria,2.421,131.091,26.651,3.079,217,1%,206,24,-460%,11,127,-830%,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Valle d'Aosta,526,24.647,5.657,4.559,84,1%,76,61,1010%,8,645,000%,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Veneto,25.166,913.054,255.914,5.255,1.753,1%,1.569,32,160%,184,378,050%,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Italia,228.179,9.018.425,2.562.156,4.325,21.163,1%,19.448,33,110%,1.715,290,-010%,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
