Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,52,1324,5,177,23,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Basilicata,35,364,1,88,13,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Calabria,142,964,15,174,3,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Campania,206,3511,22,555,189,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Emilia-Romagna,370,7920,46,889,0,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Friuli Venezia Giulia,40,1277,7,175,0,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Lazio,363,6421,53,943,0,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Liguria,54,1696,5,217,12,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Lombardia,365,6369,58,1530,0,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Marche,47,971,18,212,60,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Molise,1,176,1,39,26,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
P.A. Bolzano,28,500,5,100,20,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
P.A. Trento,15,517,4,90,0,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Piemonte,185,5824,23,628,99,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Puglia,143,2741,15,482,0,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Sardegna,111,1602,15,204,16,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Sicilia,450,3737,55,892,0,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Toscana,228,5033,35,570,39,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Umbria,46,662,4,84,43,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Valle d'Aosta,3,83,0,33,0,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Veneto,173,6000,45,1000,0,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Italia,3057,57692,432,9082,543,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
