Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,54,72.570,7.852,607,307,4%,278,21,260%,29,224,360%,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Basilicata,24,25.009,5.908,1.068,141,2%,131,24,-300%,10,181,-910%,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Calabria,168,63.118,13.529,714,454,3%,423,22,100%,31,164,-880%,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Campania,943,405.307,84.584,1.481,1.478,2%,1.365,24,130%,113,198,-500%,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Emilia-Romagna,471,376.486,31.379,703,1.544,5%,1.357,30,160%,187,419,000%,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Friuli Venezia Giulia,38,106.123,6.385,529,169,3%,147,12,-330%,22,182,480%,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Lazio,680,332.648,36.868,641,2.133,6%,1.863,32,170%,270,469,150%,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Liguria,66,101.081,3.928,258,439,11%,387,25,080%,52,341,000%,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Lombardia,583,818.997,41.701,416,3.147,8%,2.668,27,-210%,479,478,-260%,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Marche,57,99.794,5.518,365,392,7%,334,22,090%,58,383,-170%,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Molise,2,13.434,436,145,30,7%,25,8,000%,5,166,2500%,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
P.A. Bolzano,4,71.807,1.121,210,37,3%,31,6,690%,6,113,000%,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
P.A. Trento,12,44.569,861,158,80,9%,60,11,170%,20,367,1110%,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Piemonte,346,352.331,13.126,304,1.841,14%,1.680,39,000%,161,373,130%,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Puglia,247,242.934,43.461,1.099,1.607,4%,1.424,36,-340%,183,463,-470%,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Sardegna,31,55.682,15.475,960,329,2%,288,18,-240%,41,254,250%,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Sicilia,589,216.416,22.230,456,1.119,5%,988,20,140%,131,269,-370%,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Toscana,481,233.730,17.148,464,1.311,8%,1.106,30,200%,205,555,-330%,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Umbria,18,55.288,2.556,294,163,6%,143,16,590%,20,230,-480%,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Valle d'Aosta,19,11.236,568,454,36,6%,27,22,-1290%,9,720,000%,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Veneto,247,417.727,19.036,390,828,4%,702,14,010%,126,258,000%,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
Italia,5.080,4.116.287,373.670,627,17.585,5%,15.427,26,000%,2.158,362,-160%,Dati della Protezione Civile del 10 Maggio 2021 ore 18:40
