Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,50,75.285,928,72,25,3%,24,2,-400%,1,008,000%,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22
Basilicata,5,27.059,544,98,10,2%,10,2,-1670%,0,000,000%,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22
Calabria,32,69.475,1.986,105,50,3%,48,3,000%,2,011,000%,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22
Campania,234,426.544,6.908,121,207,3%,195,3,160%,12,021,000%,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22
Emilia-Romagna,167,388.073,2.257,51,154,7%,140,3,-280%,14,031,000%,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22
Friuli Venezia Giulia,21,107.188,231,19,6,3%,5,0,000%,1,008,000%,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22
Lazio,353,348.000,2.390,42,130,5%,105,2,-1320%,25,043,000%,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22
Liguria,31,103.701,230,15,12,5%,7,0,-1250%,5,033,000%,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22
Lombardia,381,844.692,7.877,79,157,2%,128,1,410%,29,029,-940%,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22
Marche,40,104.147,1.391,92,11,1%,9,1,-1000%,2,013,000%,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22
Molise,10,13.776,77,26,1,1%,1,0,000%,0,000,000%,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22
P.A. Bolzano,22,73.445,153,29,5,3%,5,1,000%,0,000,-10000%,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22
P.A. Trento,23,45.875,87,16,2,2%,1,0,000%,1,018,000%,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22
Piemonte,68,363.512,838,19,53,6%,49,1,-200%,4,009,000%,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22
Puglia,42,253.999,1.651,42,76,5%,69,2,-420%,7,018,-1250%,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22
Sardegna,112,57.913,1.264,78,45,4%,42,3,-1250%,3,019,20000%,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22
Sicilia,353,234.275,4.140,85,161,4%,140,3,220%,21,043,500%,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22
Toscana,173,245.342,1.567,42,77,5%,62,2,880%,15,041,710%,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22
Umbria,20,56.993,617,71,8,1%,7,1,-1250%,1,011,000%,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22
Valle d'Aosta,0,11.703,19,15,0,0%,0,0,000%,0,000,000%,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22
Veneto,318,427.322,5.745,118,52,1%,42,1,000%,10,020,2500%,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22
Italia,2.455,4.278.319,40.900,69,1.242,3%,1.089,2,-170%,153,026,130%,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22
