Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,355,53900,12723,974,688,5%,611,47,-0.5%,77,5.9,4.1%,Dati della Protezione Civile del 27 Febbraio 2021 ore 19:14
Basilicata,120,15534,3951,709,89,2%,82,15,-5.7%,7,1.26,0%,Dati della Protezione Civile del 27 Febbraio 2021 ore 19:14
Calabria,187,37720,6304,328,207,3%,187,10,-1.1%,20,1.04,5.3%,Dati della Protezione Civile del 27 Febbraio 2021 ore 19:14
Campania,2215,265058,74991,1296,1439,2%,1301,22,0.5%,138,2.39,-4.2%,Dati della Protezione Civile del 27 Febbraio 2021 ore 19:14
Emilia-Romagna,2542,258007,40671,910,2392,6%,2178,49,4.1%,214,4.79,1.4%,Dati della Protezione Civile del 27 Febbraio 2021 ore 19:14
Friuli Venezia Giulia,468,76471,9985,824,417,4%,355,29,2%,62,5.12,10.7%,Dati della Protezione Civile del 27 Febbraio 2021 ore 19:14
Lazio,1347,232887,35664,608,2030,6%,1814,31,-0.9%,216,3.68,-0.5%,Dati della Protezione Civile del 27 Febbraio 2021 ore 19:14
Liguria,351,77730,5201,337,541,10%,491,32,0%,50,3.24,-3.8%,Dati della Protezione Civile del 27 Febbraio 2021 ore 19:14
Lombardia,4191,599552,63714,631,4497,7%,4062,40,0.7%,435,4.31,4.6%,Dati della Protezione Civile del 27 Febbraio 2021 ore 19:14
Marche,798,67269,10059,662,648,6%,571,38,1.8%,77,5.07,-4.9%,Dati della Protezione Civile del 27 Febbraio 2021 ore 19:14
Molise,63,10547,1738,575,112,6%,95,31,0%,17,5.62,6.3%,Dati della Protezione Civile del 27 Febbraio 2021 ore 19:14
P.A. Bolzano,371,53578,6784,1275,245,4%,213,40,-4.5%,32,6.01,-5.9%,Dati della Protezione Civile del 27 Febbraio 2021 ore 19:14
P.A. Trento,341,33729,3655,673,211,6%,173,32,0%,38,7,0%,Dati della Protezione Civile del 27 Febbraio 2021 ore 19:14
Piemonte,1188,246232,15643,360,2122,14%,1956,45,0.9%,166,3.82,1.8%,Dati della Protezione Civile del 27 Febbraio 2021 ore 19:14
Puglia,1123,145997,32457,810,1400,4%,1239,31,-0.6%,161,4.02,-1.8%,Dati della Protezione Civile del 27 Febbraio 2021 ore 19:14
Sardegna,87,41114,12835,787,236,2%,217,13,-3.1%,19,1.17,-13.6%,Dati della Protezione Civile del 27 Febbraio 2021 ore 19:14
Sicilia,518,152105,25771,519,868,3%,734,15,-5.4%,134,2.7,1.5%,Dati della Protezione Civile del 27 Febbraio 2021 ore 19:14
Toscana,1126,155167,17429,468,1053,6%,887,24,5.1%,166,4.46,1.8%,Dati della Protezione Civile del 27 Febbraio 2021 ore 19:14
Umbria,230,44471,8215,933,499,6%,421,48,-4.5%,78,8.86,0%,Dati della Protezione Civile del 27 Febbraio 2021 ore 19:14
Valle d'Aosta,10,8021,144,115,11,8%,9,7,12.5%,2,1.59,100%,Dati della Protezione Civile del 27 Febbraio 2021 ore 19:14
Veneto,1285,332736,24032,490,883,4%,776,16,-1%,107,2.18,0.9%,Dati della Protezione Civile del 27 Febbraio 2021 ore 19:14
Italia,18916,2907825,411966,684,20588,5%,18372,30,0.4%,2216,3.68,1%,Dati della Protezione Civile del 27 Febbraio 2021 ore 19:14
