Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,36,81.366,1.758,136,58,3%,53,4,190%,5,039,000%,Dati della Protezione Civile del 03 Ottobre 2021 ore 18:27
Basilicata,61,30.262,1.230,222,34,3%,33,6,-570%,1,018,000%,Dati della Protezione Civile del 03 Ottobre 2021 ore 18:27
Calabria,79,84.125,3.492,184,147,4%,132,7,-700%,15,079,000%,Dati della Protezione Civile del 03 Ottobre 2021 ore 18:27
Campania,324,457.322,6.790,119,221,3%,203,4,-150%,18,032,-1820%,Dati della Protezione Civile del 03 Ottobre 2021 ore 18:27
Emilia-Romagna,314,424.678,14.444,324,417,3%,370,8,000%,47,105,220%,Dati della Protezione Civile del 03 Ottobre 2021 ore 18:27
Friuli Venezia Giulia,47,113.973,968,80,46,5%,37,3,-750%,9,075,2860%,Dati della Protezione Civile del 03 Ottobre 2021 ore 18:27
Lazio,278,385.460,9.533,166,410,4%,354,6,-250%,56,097,570%,Dati della Protezione Civile del 03 Ottobre 2021 ore 18:27
Liguria,60,112.915,1.067,70,60,6%,55,4,190%,5,033,000%,Dati della Protezione Civile del 03 Ottobre 2021 ore 18:27
Lombardia,328,884.814,9.999,100,416,4%,359,4,-160%,57,057,-170%,Dati della Protezione Civile del 03 Ottobre 2021 ore 18:27
Marche,66,114.074,2.533,167,58,2%,39,3,-1700%,19,126,560%,Dati della Protezione Civile del 03 Ottobre 2021 ore 18:27
Molise,5,14.512,98,33,3,3%,2,1,10000%,1,033,000%,Dati della Protezione Civile del 03 Ottobre 2021 ore 18:27
P.A. Bolzano,76,77.110,881,165,33,4%,28,5,000%,5,094,000%,Dati della Protezione Civile del 03 Ottobre 2021 ore 18:27
P.A. Trento,33,48.470,347,64,20,6%,16,3,670%,4,073,000%,Dati della Protezione Civile del 03 Ottobre 2021 ore 18:27
Piemonte,169,379.529,3.587,83,212,6%,189,4,220%,23,053,000%,Dati della Protezione Civile del 03 Ottobre 2021 ore 18:27
Puglia,88,269.038,2.596,66,158,6%,141,4,-140%,17,043,1330%,Dati della Protezione Civile del 03 Ottobre 2021 ore 18:27
Sardegna,20,75.390,1.986,123,122,6%,107,7,-360%,15,093,000%,Dati della Protezione Civile del 03 Ottobre 2021 ore 18:27
Sicilia,402,299.622,13.839,284,474,3%,424,9,-580%,50,103,-910%,Dati della Protezione Civile del 03 Ottobre 2021 ore 18:27
Toscana,260,283.004,6.597,179,264,4%,229,6,040%,35,095,000%,Dati della Protezione Civile del 03 Ottobre 2021 ore 18:27
Umbria,46,63.917,785,90,52,7%,47,5,220%,5,057,2500%,Dati della Protezione Civile del 03 Ottobre 2021 ore 18:27
Valle d'Aosta,12,12.158,91,73,3,3%,3,2,000%,0,000,000%,Dati della Protezione Civile del 03 Ottobre 2021 ore 18:27
Veneto,264,470.295,10.346,212,214,2%,170,3,-170%,44,090,-220%,Dati della Protezione Civile del 03 Ottobre 2021 ore 18:27
Italia,2.968,4.682.034,92.967,156,3.422,4%,2.991,5,-220%,431,072,-020%,Dati della Protezione Civile del 03 Ottobre 2021 ore 18:27
