Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,95,77.356,1.934,149,51,3%,48,4,-590%,3,023,20000%,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Basilicata,39,27.974,1.023,185,28,3%,27,5,800%,1,018,000%,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Calabria,239,73.217,3.484,184,109,3%,102,5,630%,7,037,000%,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Campania,622,437.062,8.652,151,319,4%,303,5,450%,16,028,000%,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Emilia-Romagna,656,401.842,12.429,278,357,3%,321,7,060%,36,081,1250%,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Friuli Venezia Giulia,109,109.153,907,75,29,3%,24,2,-1110%,5,041,000%,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Lazio,613,365.970,17.486,304,534,3%,466,8,000%,68,118,300%,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Liguria,158,107.081,1.764,116,78,4%,66,4,1580%,12,079,-770%,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Lombardia,661,860.893,13.322,133,332,2%,299,3,240%,33,033,-1080%,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Marche,171,107.645,2.864,189,38,1%,31,2,-1620%,7,046,1670%,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Molise,17,14.041,163,54,7,4%,6,2,2000%,1,033,000%,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
P.A. Bolzano,43,74.203,524,98,17,3%,16,3,2310%,1,019,000%,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
P.A. Trento,62,46.811,426,78,16,4%,15,3,000%,1,018,000%,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Piemonte,280,368.563,3.283,76,124,4%,117,3,260%,7,016,4000%,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Puglia,361,259.164,3.960,100,146,4%,125,3,-080%,21,053,-450%,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Sardegna,400,66.292,7.061,438,151,2%,128,8,-080%,23,143,450%,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Sicilia,1.101,253.512,16.930,347,564,3%,499,10,550%,65,133,1020%,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Toscana,819,260.568,12.117,328,295,2%,263,7,150%,32,087,000%,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Umbria,179,59.903,2.269,261,34,1%,32,4,670%,2,023,10000%,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Valle d'Aosta,13,11.885,118,94,5,4%,5,4,000%,0,000,000%,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Veneto,771,444.692,13.534,277,168,1%,140,3,-410%,28,057,1670%,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Italia,7.409,4.427.827,124.250,208,3.402,3%,3.033,5,190%,369,062,480%,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
