Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,694,413.154,17.337,1.353,126,1%,125,10,-080%,1,008,000%,Dati della Protezione Civile del 15 Giugno 2022 ore 23:45
Basilicata,233,140.176,12.946,2.375,37,0%,36,7,-1220%,1,018,000%,Dati della Protezione Civile del 15 Giugno 2022 ore 23:45
Calabria,866,398.247,31.558,1.696,137,0%,135,7,-1400%,2,011,000%,Dati della Protezione Civile del 15 Giugno 2022 ore 23:45
Campania,2.876,1.740.779,123.952,2.204,314,0%,299,5,270%,15,027,710%,Dati della Protezione Civile del 15 Giugno 2022 ore 23:45
Emilia-Romagna,2.674,1.511.020,20.580,464,697,3%,672,15,-130%,25,056,000%,Dati della Protezione Civile del 15 Giugno 2022 ore 23:45
Friuli Venezia Giulia,763,384.715,21.306,1.773,96,0%,93,8,330%,3,025,000%,Dati della Protezione Civile del 15 Giugno 2022 ore 23:45
Lazio,3.530,1.618.232,119.027,2.077,512,0%,480,8,280%,32,056,1030%,Dati della Protezione Civile del 15 Giugno 2022 ore 23:45
Liguria,863,457.332,5.746,378,147,3%,142,9,000%,5,033,2500%,Dati della Protezione Civile del 15 Giugno 2022 ore 23:45
Lombardia,4.672,2.935.715,70.425,706,512,1%,493,5,400%,19,019,-500%,Dati della Protezione Civile del 15 Giugno 2022 ore 23:45
Marche,692,480.579,3.253,217,68,2%,64,4,-300%,4,027,-3330%,Dati della Protezione Civile del 15 Giugno 2022 ore 23:45
Molise,146,67.280,2.014,684,12,1%,10,3,-910%,2,068,000%,Dati della Protezione Civile del 15 Giugno 2022 ore 23:45
P.A. Bolzano,310,221.033,2.095,392,48,2%,47,9,000%,1,019,000%,Dati della Protezione Civile del 15 Giugno 2022 ore 23:45
P.A. Trento,240,169.620,1.403,259,25,2%,24,4,-1430%,1,018,-5000%,Dati della Protezione Civile del 15 Giugno 2022 ore 23:45
Piemonte,1.581,1.213.509,26.800,627,223,1%,214,5,-230%,9,021,-1000%,Dati della Protezione Civile del 15 Giugno 2022 ore 23:45
Puglia,2.018,1.153.624,20.061,510,226,1%,216,5,490%,10,025,000%,Dati della Protezione Civile del 15 Giugno 2022 ore 23:45
Sardegna,1.316,324.226,11.877,747,102,1%,95,6,-950%,7,044,1670%,Dati della Protezione Civile del 15 Giugno 2022 ore 23:45
Sicilia,2.734,1.229.320,47.245,977,586,1%,560,12,220%,26,054,400%,Dati della Protezione Civile del 15 Giugno 2022 ore 23:45
Toscana,1.739,1.167.901,26.052,705,228,1%,214,6,-090%,14,038,770%,Dati della Protezione Civile del 15 Giugno 2022 ore 23:45
Umbria,608,292.408,7.564,874,95,1%,95,11,330%,0,000,000%,Dati della Protezione Civile del 15 Giugno 2022 ore 23:45
Valle d'Aosta,44,37.036,457,368,14,3%,13,10,1820%,1,081,000%,Dati della Protezione Civile del 15 Giugno 2022 ore 23:45
Veneto,3.286,1.780.790,32.187,661,202,1%,191,4,550%,11,023,3750%,Dati della Protezione Civile del 15 Giugno 2022 ore 23:45
Italia,31.885,17.736.696,603.885,1.019,4.407,1%,4.218,7,050%,189,032,330%,Dati della Protezione Civile del 15 Giugno 2022 ore 23:45
