Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,333,90.866,5.762,448,135,2%,123,10,790%,12,093,-770%,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Basilicata,87,32.241,1.331,243,21,2%,20,4,000%,1,018,000%,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Calabria,453,97.119,6.701,357,183,3%,163,9,320%,20,107,-910%,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Campania,1.531,505.293,21.570,380,394,2%,365,6,400%,29,051,2610%,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Emilia-Romagna,1.973,474.585,32.265,726,1.031,3%,946,21,190%,85,191,-340%,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Friuli Venezia Giulia,703,139.008,8.274,690,321,4%,294,25,140%,27,225,380%,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Lazio,1.965,442.884,29.500,516,894,3%,782,14,100%,112,196,370%,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Liguria,512,128.604,6.573,435,301,5%,274,18,300%,27,179,-360%,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Lombardia,3.278,965.517,49.261,494,1.251,3%,1.108,11,-210%,143,143,210%,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Marche,595,129.177,6.331,422,152,2%,118,8,540%,34,226,630%,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Molise,16,15.379,237,80,11,5%,9,3,1250%,2,067,000%,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
P.A. Bolzano,398,93.753,6.485,1.215,111,2%,92,17,1220%,19,356,-950%,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
P.A. Trento,215,54.452,2.489,457,99,4%,81,15,250%,18,330,1250%,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Piemonte,1.206,413.714,18.089,423,596,3%,548,13,790%,48,112,430%,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Puglia,436,283.496,5.454,139,146,3%,129,3,160%,17,043,-560%,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Sardegna,144,80.698,3.307,207,102,3%,96,6,320%,6,038,000%,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Sicilia,1.028,333.826,16.018,331,435,3%,387,8,870%,48,099,910%,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Toscana,831,309.842,12.907,352,342,3%,295,8,770%,47,128,-410%,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Umbria,157,69.197,2.343,271,52,2%,45,5,000%,7,081,1670%,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Valle d'Aosta,83,13.845,739,596,21,3%,19,15,000%,2,161,000%,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Veneto,3.271,552.021,49.241,1.015,928,2%,803,17,000%,125,258,-160%,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Italia,19.215,5.225.517,284.877,481,7.526,3%,6.697,11,240%,829,140,130%,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
