Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,461,550.017,28.036,2.189,110,0%,107,8,190%,3,023,000%,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Basilicata,103,181.895,6.081,1.116,21,0%,21,4,-450%,0,000,000%,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Calabria,425,550.123,39.476,2.122,117,0%,111,6,-1400%,6,032,-1430%,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Campania,1.386,2.210.163,39.519,703,245,1%,231,4,130%,14,025,000%,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Emilia-Romagna,1.073,1.843.830,15.609,352,636,4%,613,14,020%,23,052,950%,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Friuli Venezia Giulia,306,483.607,4.870,405,106,2%,103,9,-550%,3,025,5000%,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Lazio,1.492,2.044.846,40.961,715,393,1%,368,6,-260%,25,044,000%,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Liguria,321,568.302,4.634,305,122,3%,119,8,170%,3,020,000%,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Lombardia,284,3.517.398,33.467,335,476,1%,464,5,-370%,12,012,000%,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Marche,408,613.580,3.537,236,50,1%,47,3,-960%,3,020,000%,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Molise,76,89.079,3.769,1.281,9,0%,9,3,-1000%,0,000,000%,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
P.A. Bolzano,163,258.972,2.150,402,39,2%,36,7,3850%,3,056,000%,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
P.A. Trento,263,208.426,2.091,386,45,2%,43,8,-230%,2,037,000%,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Piemonte,1.061,1.450.921,31.482,736,244,1%,236,6,580%,8,019,1430%,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Puglia,585,1.467.410,10.328,263,128,1%,118,3,170%,10,025,000%,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Sardegna,200,444.962,4.823,303,74,2%,67,4,-690%,7,044,000%,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Sicilia,733,1.637.606,38.782,802,224,1%,207,4,150%,17,035,630%,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Toscana,606,1.390.557,79.887,2.163,169,0%,160,4,-590%,9,024,1250%,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Umbria,375,371.122,3.090,357,108,3%,107,12,-610%,1,012,000%,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Valle d'Aosta,8,44.134,624,503,12,2%,12,10,000%,0,000,000%,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Veneto,1.753,2.234.066,34.838,715,249,1%,241,5,-320%,8,016,3330%,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Italia,12.082,22.161.016,428.054,723,3.577,1%,3.420,6,-160%,157,027,470%,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
