Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,1.200,528.207,24.716,1.929,203,1%,196,15,-970%,7,055,-1250%,Dati della Protezione Civile del 18 Agosto 2022 ore 23:45
Basilicata,285,175.290,8.694,1.595,37,0%,36,7,-770%,1,018,000%,Dati della Protezione Civile del 18 Agosto 2022 ore 23:45
Calabria,1.654,520.837,68.866,3.701,194,0%,185,10,-1020%,9,048,-2500%,Dati della Protezione Civile del 18 Agosto 2022 ore 23:45
Campania,2.144,2.157.504,118.870,2.114,432,0%,417,7,-320%,15,027,-2110%,Dati della Protezione Civile del 18 Agosto 2022 ore 23:45
Emilia-Romagna,2.291,1.800.315,29.958,675,1.254,4%,1.216,27,-330%,38,086,-500%,Dati della Protezione Civile del 18 Agosto 2022 ore 23:45
Friuli Venezia Giulia,949,467.998,9.300,774,215,2%,209,17,-370%,6,050,5000%,Dati della Protezione Civile del 18 Agosto 2022 ore 23:45
Lazio,1.952,1.997.078,141.145,2.463,775,1%,729,13,-450%,46,080,-800%,Dati della Protezione Civile del 18 Agosto 2022 ore 23:45
Liguria,843,552.356,9.773,644,357,4%,352,23,-280%,5,033,000%,Dati della Protezione Civile del 18 Agosto 2022 ore 23:45
Lombardia,3.029,3.435.844,52.104,522,904,2%,884,9,-080%,20,020,-2590%,Dati della Protezione Civile del 18 Agosto 2022 ore 23:45
Marche,1.020,594.683,10.704,714,130,1%,124,8,-310%,6,040,2000%,Dati della Protezione Civile del 18 Agosto 2022 ore 23:45
Molise,203,85.328,5.779,1.964,22,0%,20,7,530%,2,068,10000%,Dati della Protezione Civile del 18 Agosto 2022 ore 23:45
P.A. Bolzano,277,252.483,2.498,467,45,2%,45,8,710%,0,000,-10000%,Dati della Protezione Civile del 18 Agosto 2022 ore 23:45
P.A. Trento,335,200.308,3.409,629,81,2%,80,15,-480%,1,018,000%,Dati della Protezione Civile del 18 Agosto 2022 ore 23:45
Piemonte,1.392,1.413.065,33.232,777,368,1%,359,8,-720%,9,021,1250%,Dati della Protezione Civile del 18 Agosto 2022 ore 23:45
Puglia,1.696,1.436.328,34.799,885,347,1%,329,8,-990%,18,046,000%,Dati della Protezione Civile del 18 Agosto 2022 ore 23:45
Sardegna,717,431.998,16.308,1.026,139,1%,127,8,-380%,12,075,910%,Dati della Protezione Civile del 18 Agosto 2022 ore 23:45
Sicilia,2.082,1.600.058,102.387,2.118,636,1%,606,13,-660%,30,062,-1180%,Dati della Protezione Civile del 18 Agosto 2022 ore 23:45
Toscana,1.204,1.364.093,84.279,2.282,412,0%,395,11,-710%,17,046,-1050%,Dati della Protezione Civile del 18 Agosto 2022 ore 23:45
Umbria,487,361.065,5.425,627,172,3%,170,20,-500%,2,023,000%,Dati della Protezione Civile del 18 Agosto 2022 ore 23:45
Valle d'Aosta,59,43.072,847,683,8,1%,8,6,-1110%,0,000,000%,Dati della Protezione Civile del 18 Agosto 2022 ore 23:45
Veneto,3.477,2.164.007,54.905,1.127,562,1%,538,11,040%,24,049,910%,Dati della Protezione Civile del 18 Agosto 2022 ore 23:45
Italia,27.296,21.581.917,817.998,1.381,7.293,1%,7.025,12,-430%,268,045,-690%,Dati della Protezione Civile del 18 Agosto 2022 ore 23:45
