somministrazioni,regione,siglaCategoria,identificativo,categoria,codice_regione,data,vaccino,punto,classeEta,siglaRegione,NUTS2
2,Basilicata,TML_CAT_OSS,27/12/2020_PF/BT_BAS_12002_AMBULATORIO TERRITORIALE-DISTRETTO VILLA D'AGRI_20-29,1 - Operatori Sanitari e Sociosanitari,17,2020-12-27,PF/BT,12002_AMBULATORIO TERRITORIALE-DISTRETTO VILLA D'AGRI,20-29,BAS,ITF5
8,Basilicata,TML_CAT_OSS,27/12/2020_PF/BT_BAS_301_SEDE DECENTRATA-DISTRETTO DI RIOERO IN VULTURE_20-29,1 - Operatori Sanitari e Sociosanitari,17,2020-12-27,PF/BT,301_SEDE DECENTRATA-DISTRETTO DI RIOERO IN VULTURE,20-29,BAS,ITF5
9,Basilicata,TML_CAT_OSS,27/12/2020_PF/BT_BAS_901_Sala Prelievo Laboratorio Analisi_20-29,1 - Operatori Sanitari e Sociosanitari,17,2020-12-27,PF/BT,901_Sala Prelievo Laboratorio Analisi,20-29,BAS,ITF5
6,Basilicata,TML_CAT_OSS,27/12/2020_PF/BT_BAS_12002_AMBULATORIO TERRITORIALE-DISTRETTO VILLA D'AGRI_30-39,1 - Operatori Sanitari e Sociosanitari,17,2020-12-27,PF/BT,12002_AMBULATORIO TERRITORIALE-DISTRETTO VILLA D'AGRI,30-39,BAS,ITF5
13,Basilicata,TML_CAT_OSS,27/12/2020_PF/BT_BAS_301_SEDE DECENTRATA-DISTRETTO DI RIOERO IN VULTURE_30-39,1 - Operatori Sanitari e Sociosanitari,17,2020-12-27,PF/BT,301_SEDE DECENTRATA-DISTRETTO DI RIOERO IN VULTURE,30-39,BAS,ITF5
27,Basilicata,TML_CAT_OSS,27/12/2020_PF/BT_BAS_901_Sala Prelievo Laboratorio Analisi_30-39,1 - Operatori Sanitari e Sociosanitari,17,2020-12-27,PF/BT,901_Sala Prelievo Laboratorio Analisi,30-39,BAS,ITF5
19,Basilicata,TML_CAT_OSS,27/12/2020_PF/BT_BAS_12002_AMBULATORIO TERRITORIALE-DISTRETTO VILLA D'AGRI_40-49,1 - Operatori Sanitari e Sociosanitari,17,2020-12-27,PF/BT,12002_AMBULATORIO TERRITORIALE-DISTRETTO VILLA D'AGRI,40-49,BAS,ITF5
10,Basilicata,TML_CAT_OSS,27/12/2020_PF/BT_BAS_301_SEDE DECENTRATA-DISTRETTO DI RIOERO IN VULTURE_40-49,1 - Operatori Sanitari e Sociosanitari,17,2020-12-27,PF/BT,301_SEDE DECENTRATA-DISTRETTO DI RIOERO IN VULTURE,40-49,BAS,ITF5
30,Basilicata,TML_CAT_OSS,27/12/2020_PF/BT_BAS_901_Sala Prelievo Laboratorio Analisi_40-49,1 - Operatori Sanitari e Sociosanitari,17,2020-12-27,PF/BT,901_Sala Prelievo Laboratorio Analisi,40-49,BAS,ITF5
17,Basilicata,TML_CAT_OSS,27/12/2020_PF/BT_BAS_12002_AMBULATORIO TERRITORIALE-DISTRETTO VILLA D'AGRI_50-59,1 - Operatori Sanitari e Sociosanitari,17,2020-12-27,PF/BT,12002_AMBULATORIO TERRITORIALE-DISTRETTO VILLA D'AGRI,50-59,BAS,ITF5
