somministrazioni,regione,siglaCategoria,identificativo,categoria,codice_regione,data,vaccino,punto,classeEta,siglaRegione,NUTS2
5,Veneto,TML_CAT_OSS,"27/12/2020_PF/BT_VEN_50501_BELLUNO ""DRIVE-IN""_20-29",1 - Operatori Sanitari e Sociosanitari,05,2020-12-27,PF/BT,"50501_BELLUNO ""DRIVE-IN""",20-29,VEN,ITH3
1,Veneto,TML_CAT_OSS,27/12/2020_PF/BT_VEN_50501_FELTRE ADULTI_20-29,1 - Operatori Sanitari e Sociosanitari,05,2020-12-27,PF/BT,50501_FELTRE ADULTI,20-29,VEN,ITH3
6,Veneto,TML_CAT_OSS,27/12/2020_PF/BT_VEN_5050201_OSPEDALE CA' FONCELLO_20-29,1 - Operatori Sanitari e Sociosanitari,05,2020-12-27,PF/BT,5050201_OSPEDALE CA' FONCELLO,20-29,VEN,ITH3
3,Veneto,TML_CAT_OSS,27/12/2020_PF/BT_VEN_50503_S.I.S.P. MESTRE_20-29,1 - Operatori Sanitari e Sociosanitari,05,2020-12-27,PF/BT,50503_S.I.S.P. MESTRE,20-29,VEN,ITH3
2,Veneto,TML_CAT_OSS,27/12/2020_PF/BT_VEN_50503_S.I.S.P. VENEZIA_20-29,1 - Operatori Sanitari e Sociosanitari,05,2020-12-27,PF/BT,50503_S.I.S.P. VENEZIA,20-29,VEN,ITH3
4,Veneto,TML_CAT_OSS,27/12/2020_PF/BT_VEN_50503_SISP DOLO ADULTI_20-29,1 - Operatori Sanitari e Sociosanitari,05,2020-12-27,PF/BT,50503_SISP DOLO ADULTI,20-29,VEN,ITH3
4,Veneto,TML_CAT_OSS,27/12/2020_PF/BT_VEN_50504_CA' SAVIO_20-29,1 - Operatori Sanitari e Sociosanitari,05,2020-12-27,PF/BT,50504_CA' SAVIO,20-29,VEN,ITH3
1,Veneto,TML_CAT_OSS,27/12/2020_PF/BT_VEN_50506_CITTADELLA (S.I.S.P.)_20-29,1 - Operatori Sanitari e Sociosanitari,05,2020-12-27,PF/BT,50506_CITTADELLA (S.I.S.P.),20-29,VEN,ITH3
6,Veneto,TML_CAT_OSS,27/12/2020_PF/BT_VEN_50506_SCHIAVONIA AMBULATORIO_20-29,1 - Operatori Sanitari e Sociosanitari,05,2020-12-27,PF/BT,50506_SCHIAVONIA AMBULATORIO,20-29,VEN,ITH3
4,Veneto,TML_CAT_OSS,27/12/2020_PF/BT_VEN_50507_DIPARTIMENTO DI PREVENZIONE_20-29,1 - Operatori Sanitari e Sociosanitari,05,2020-12-27,PF/BT,50507_DIPARTIMENTO DI PREVENZIONE,20-29,VEN,ITH3
1,Veneto,TML_CAT_OSS,27/12/2020_PF/BT_VEN_50507_THIENE_20-29,1 - Operatori Sanitari e Sociosanitari,05,2020-12-27,PF/BT,50507_THIENE,20-29,VEN,ITH3
7,Veneto,TML_CAT_OSS,27/12/2020_PF/BT_VEN_50508_SISP IV NOVEMBRE_20-29,1 - Operatori Sanitari e Sociosanitari,05,2020-12-27,PF/BT,50508_SISP IV NOVEMBRE,20-29,VEN,ITH3
19,Veneto,TML_CAT_OSS,27/12/2020_PF/BT_VEN_50509_VILLAFRANCA_20-29,1 - Operatori Sanitari e Sociosanitari,05,2020-12-27,PF/BT,50509_VILLAFRANCA,20-29,VEN,ITH3
11,Veneto,TML_CAT_OSS,27/12/2020_PF/BT_VEN_5091201_AOUIVR_20-29,1 - Operatori Sanitari e Sociosanitari,05,2020-12-27,PF/BT,5091201_AOUIVR,20-29,VEN,ITH3
2,Veneto,TML_CAT_OSS,27/12/2020_PF/BT_VEN_5095201_IOV_20-29,1 - Operatori Sanitari e Sociosanitari,05,2020-12-27,PF/BT,5095201_IOV,20-29,VEN,ITH3
