OBJECTID,PROVINCIA,DATA_RICEVIMENTO_TAMPONE,NUM_TAMP,INCREMENTO,REGIONE,ObjectId2
201,COMO,20200319,69,472,LOMBARDIA,1
202,COMO,20200320,70,542,LOMBARDIA,2
203,COMO,20200321,59,601,LOMBARDIA,3
204,COMO,20200322,29,630,LOMBARDIA,4
205,COMO,20200323,70,700,LOMBARDIA,5
206,COMO,20200324,50,750,LOMBARDIA,6
207,COMO,20200325,71,821,LOMBARDIA,7
208,COMO,20200326,74,895,LOMBARDIA,8
209,COMO,20200327,73,968,LOMBARDIA,9
210,COMO,20200328,87,1055,LOMBARDIA,10
211,COMO,20200329,28,1083,LOMBARDIA,11
212,COMO,20200330,48,1131,LOMBARDIA,12
213,COMO,20200331,59,1190,LOMBARDIA,13
214,COMO,20200401,82,1272,LOMBARDIA,14
215,COMO,20200402,48,1320,LOMBARDIA,15
216,COMO,20200403,89,1409,LOMBARDIA,16
217,COMO,20200404,79,1488,LOMBARDIA,17
218,COMO,20200405,32,1520,LOMBARDIA,18
219,COMO,20200406,69,1589,LOMBARDIA,19
220,COMO,20200407,77,1666,LOMBARDIA,20
221,COMO,20200408,131,1797,LOMBARDIA,21
222,COMO,20200409,131,1928,LOMBARDIA,22
223,COMO,20200410,112,2040,LOMBARDIA,23
224,COMO,20200411,107,2147,LOMBARDIA,24
225,COMO,20200412,16,2163,LOMBARDIA,25
226,COMO,20200413,30,2193,LOMBARDIA,26
227,COMO,20200414,72,2265,LOMBARDIA,27
228,COMO,20200415,119,2384,LOMBARDIA,28
229,COMO,20200416,86,2470,LOMBARDIA,29
230,COMO,20200417,90,2560,LOMBARDIA,30
231,COMO,20200418,52,2612,LOMBARDIA,31
232,COMO,20200419,12,2624,LOMBARDIA,32
233,COMO,20200420,118,2742,LOMBARDIA,33
234,COMO,20200421,59,2801,LOMBARDIA,34
235,COMO,20200422,114,2915,LOMBARDIA,35
236,COMO,20200423,142,3057,LOMBARDIA,36
237,COMO,20200424,85,3142,LOMBARDIA,37
238,COMO,20200425,17,3159,LOMBARDIA,38
239,COMO,20200426,11,3170,LOMBARDIA,39
240,COMO,20200427,58,3228,LOMBARDIA,40
241,COMO,20200428,40,3268,LOMBARDIA,41
242,COMO,20200429,44,3312,LOMBARDIA,42
243,COMO,20200430,40,3352,LOMBARDIA,43
244,COMO,20200501,23,3375,LOMBARDIA,44
245,COMO,20200502,14,3389,LOMBARDIA,45
246,COMO,20200503,2,3391,LOMBARDIA,46
